Standortname;PLZ;Standplatz-Bezeichnung_Internet;Latitude;Longitude;Title
Olsbrücken;67737;Zugang Bahnsteig;49,5355945;7,6483301;Zugang Bahnsteig - Olsbrücken - 67737
Heinzenhausen;67742;Zugang Bahnsteig;49,6521854;7,5904151;Zugang Bahnsteig - Heinzenhausen - 67742
Lauterecken-Grumbach;67742;Zugang Bahnsteig;49,6521854;7,5904151;Zugang Bahnsteig - Lauterecken-Grumbach - 67742
Lohnweiler;67744;Zugang Bahnsteig;49,6670953;7,6111594;Zugang Bahnsteig - Lohnweiler - 67744
Reckweilerhof;67752;Zugang Bahnsteig;49,5892429;7,6117767;Zugang Bahnsteig - Reckweilerhof - 67752
Wolfstein;67752;Zugang Bahnsteig;49,5892429;7,6117767;Zugang Bahnsteig - Wolfstein - 67752
Roßbach (Pfalz);67752;Bahnsteig;49,5892429;7,6117767;Bahnsteig - Roßbach (Pfalz) - 67752
Kreimbach-Kaulbach;67757;Zugang Bahnsteig;49,5509265;7,6305259;Zugang Bahnsteig - Kreimbach-Kaulbach - 67757
Rockenhausen;67806;Zugang Bahnsteig;49,626978;7,8143697;Zugang Bahnsteig - Rockenhausen - 67806
Imsweiler;67808;Bahnsteig;49,6537623;7,8732879;Bahnsteig - Imsweiler - 67808
Alsenz;67821;Zugang Bahnsteig 1;49,7294826;7,8171526;Zugang Bahnsteig 1 - Alsenz - 67821
Mannheim-Handelshafen;68159;Zugang Bahnsteig;49,4920002;8,455678;Zugang Bahnsteig - Mannheim-Handelshafen - 68159
Mannheim Hbf;68161;Bahnhofshalle-Vor Reisezentrum;49,4861656;8,4702616;Bahnhofshalle-Vor Reisezentrum - Mannheim Hbf - 68161
Mannheim Hbf;68161;Bahnhofshalle beim Service-Point;49,4861656;8,4702616;Bahnhofshalle beim Service-Point - Mannheim Hbf - 68161
Mannheim Hbf;68161;Bahnhofshalle beim Service-Point;49,4861656;8,4702616;Bahnhofshalle beim Service-Point - Mannheim Hbf - 68161
Mannheim Hbf;68161;Bahnsteig Gleis 1-Seitenzugang;49,4861656;8,4702616;Bahnsteig Gleis 1-Seitenzugang - Mannheim Hbf - 68161
Mannheim Hbf;68161;Bahnhofshalle beim Service-Point;49,4861656;8,4702616;Bahnhofshalle beim Service-Point - Mannheim Hbf - 68161
Mannheim Hbf;68161;Bahnhofshalle beim Service-Point;49,4861656;8,4702616;Bahnhofshalle beim Service-Point - Mannheim Hbf - 68161
Mannheim Hbf;68161;Bahnhofshalle-Vor Reisezentrum;49,4861656;8,4702616;Bahnhofshalle-Vor Reisezentrum - Mannheim Hbf - 68161
Mannheim Hbf;68161;Bahnsteig Gleis 1 Ost;49,4861656;8,4702616;Bahnsteig Gleis 1 Ost - Mannheim Hbf - 68161
Mannheim Hbf;68161;UG-Eingang Tiefgarage;49,4861656;8,4702616;UG-Eingang Tiefgarage - Mannheim Hbf - 68161
Mannheim Hbf;68161;Bahnhofshalle-Vor Reisezentrum;49,4861656;8,4702616;Bahnhofshalle-Vor Reisezentrum - Mannheim Hbf - 68161
Mannheim Hbf;68161;Bahnhofshalle-Vor Reisezentrum;49,4861656;8,4702616;Bahnhofshalle-Vor Reisezentrum - Mannheim Hbf - 68161
Mannheim Hbf;68161;Bahnhofshalle-Vor Reisezentrum;49,4861656;8,4702616;Bahnhofshalle-Vor Reisezentrum - Mannheim Hbf - 68161
Mannheim Hbf;68161;Bahnhofshalle-Vor Reisezentrum;49,4861656;8,4702616;Bahnhofshalle-Vor Reisezentrum - Mannheim Hbf - 68161
Mannheim Hbf;68161;Bahnhofshalle-Vor Reisezentrum;49,4861656;8,4702616;Bahnhofshalle-Vor Reisezentrum - Mannheim Hbf - 68161
Mannheim Hbf;68161;Unterführung Lindenhof;49,4861656;8,4702616;Unterführung Lindenhof - Mannheim Hbf - 68161
Mannheim Hbf;68161;Bahnhofshalle-Vor Reisezentrum;49,4861656;8,4702616;Bahnhofshalle-Vor Reisezentrum - Mannheim Hbf - 68161
Mannheim Hbf;68161;Bahnhofshalle-Vor Reisezentrum;49,4861656;8,4702616;Bahnhofshalle-Vor Reisezentrum - Mannheim Hbf - 68161
Mannheim ARENA/Maim.;68163;Zugang Bahnsteig;49,4677562;8,506636;Zugang Bahnsteig - Mannheim ARENA/Maim. - 68163
Mannheim-Neckarstadt;68169;Aufgang Treppe;49,5202754;8,4544733;Aufgang Treppe - Mannheim-Neckarstadt - 68169
Mannheim-Neckarau;68199;Bahnsteig Ri. Karlsruhe;49,4564006;8,4870173;Bahnsteig Ri. Karlsruhe - Mannheim-Neckarau - 68199
Mannheim-Rheinau;68219;Bahnsteig Ri. Mannheim Hbf;49,4326266;8,5315905;Bahnsteig Ri. Mannheim Hbf - Mannheim-Rheinau - 68219
Mannheim-Friedrichsfeld;68229;Bahnsteig Gleis 1;49,429805;8,5695762;Bahnsteig Gleis 1 - Mannheim-Friedrichsfeld - 68229
Mannheim-Friedrichsfeld Süd;68229;Bahnsteig Gleis 1;49,429805;8,5695762;Bahnsteig Gleis 1 - Mannheim-Friedrichsfeld Süd - 68229
Mannheim-Seckenheim;68239;Bahnsteigbrücke;49,4637092;8,560081;Bahnsteigbrücke - Mannheim-Seckenheim - 68239
Mannheim-Luzenberg;68305;Bahnsteig Ri. Frankfurt;49,5375371;8,4985899;Bahnsteig Ri. Frankfurt - Mannheim-Luzenberg - 68305
Mannheim-Waldhof;68305;Zugang Bahnsteig;49,5375371;8,4985899;Zugang Bahnsteig - Mannheim-Waldhof - 68305
Mannheim-KäfeAutomatl;68309;Bahnsteig;49,5146634;8,5305853;Bahnsteig - Mannheim-KäfeAutomatl - 68309
Ladenburg;68526;Zugang Bahnsteig;49,482519;8,6181249;Zugang Bahnsteig - Ladenburg - 68526
Heddesheim/Hirschberg;68542;Bahnsteig Gleis 1;49,5190194;8,609835;Bahnsteig Gleis 1 - Heddesheim/Hirschberg - 68542
Hofheim (Ried);68623;Zugang Bahnsteig;49,5941455;8,4962394;Zugang Bahnsteig - Hofheim (Ried) - 68623
Lampertheim;68623;Bahnsteig 1;49,5941455;8,4962394;Bahnsteig 1 - Lampertheim - 68623
Bürstadt;68642;Zugang Gleis 1 Richtung Bensheim/Worms;49,6362023;8,482947;Zugang Gleis 1 Richtung Bensheim/Worms - Bürstadt - 68642
Bobstadt;68642;Zugang Bahnsteig;49,6362023;8,482947;Zugang Bahnsteig - Bobstadt - 68642
Riedrode;68642;Bahnsteig;49,6362023;8,482947;Bahnsteig - Riedrode - 68642
Bürstadt;68642;Zugang Gleis 1 oben Richtung Mannheim;49,6362023;8,482947;Zugang Gleis 1 oben Richtung Mannheim - Bürstadt - 68642
Biblis;68647;Bahnsteig 1;49,6838775;8,3931888;Bahnsteig 1 - Biblis - 68647
Groß Rohrheim;68649;Vorplatz;49,7139671;8,4738751;Vorplatz - Groß Rohrheim - 68649
Oftersheim;68723;Bahnsteig Gleis 1;49,3824172;8,5874708;Bahnsteig Gleis 1 - Oftersheim - 68723
Schwetzingen;68723;Bahnsteig Gleis 1;49,3824172;8,5874708;Bahnsteig Gleis 1 - Schwetzingen - 68723
Schwetzingen;68723;Bahnsteig Gleis 1;49,3824172;8,5874708;Bahnsteig Gleis 1 - Schwetzingen - 68723
Waghäusel;68753;Bahnhofsvorplatz;49,2244562;8,5136343;Bahnhofsvorplatz - Waghäusel - 68753
Wiesental;68753;Bahnsteig Ri. Mannheim;49,2244562;8,5136343;Bahnsteig Ri. Mannheim - Wiesental - 68753
Hockenheim;68766;Zugang Bahnsteig;49,3261824;8,5186845;Zugang Bahnsteig - Hockenheim - 68766
Hockenheim;68766;Zugang Bahnsteig;49,3261824;8,5186845;Zugang Bahnsteig - Hockenheim - 68766
Neulußheim;68809;Zugang Bahnsteig;49,2918657;8,5216574;Zugang Bahnsteig - Neulußheim - 68809
Heidelberg Hbf;69115;Bahnhofshalle;49,4035106;8,681388;Bahnhofshalle - Heidelberg Hbf - 69115
Heidelberg Hbf;69115;Bahnhofshalle;49,4035106;8,681388;Bahnhofshalle - Heidelberg Hbf - 69115
Heidelberg Hbf;69115;Bahnhofshalle;49,4035106;8,681388;Bahnhofshalle - Heidelberg Hbf - 69115
Heidelberg Hbf;69115;Bahnhofshalle;49,4035106;8,681388;Bahnhofshalle - Heidelberg Hbf - 69115
Heidelberg Hbf;69115;Bahnhofshalle-Servicepoint;49,4035106;8,681388;Bahnhofshalle-Servicepoint - Heidelberg Hbf - 69115
Heidelberg Hbf;69115;Bahnhofshalle;49,4035106;8,681388;Bahnhofshalle - Heidelberg Hbf - 69115
Heidelberg Hbf;69115;Bahnhofshalle;49,4035106;8,681388;Bahnhofshalle - Heidelberg Hbf - 69115
Heidelberg Hbf;69115;Bahnhofshalle;49,4035106;8,681388;Bahnhofshalle - Heidelberg Hbf - 69115
Heidelberg Hbf;69115;Bahnhofshalle-Servicepoint;49,4035106;8,681388;Bahnhofshalle-Servicepoint - Heidelberg Hbf - 69115
Heidelberg Hbf;69115;Bahnhofshalle;49,4035106;8,681388;Bahnhofshalle - Heidelberg Hbf - 69115
Heidelberg Hbf;69115;Reisezentrum;49,4035106;8,681388;Reisezentrum - Heidelberg Hbf - 69115
Heidelberg-Altstadt;69117;Zugang Bahnsteig;49,3928952;8,7202574;Zugang Bahnsteig - Heidelberg-Altstadt - 69117
Heidelberg Orthopädie;69118;Bahnsteig;49,4154874;8,7597451;Bahnsteig - Heidelberg Orthopädie - 69118
Heidelberg-Schlierbach/Ziegelhausen;69118;Bahnsteig Gleis 1;49,4154874;8,7597451;Bahnsteig Gleis 1 - Heidelberg-Schlierbach/Ziegelhausen - 69118
Heidelberg Orthopädie;69118;Zugang Bahnsteig Ri. Heidelberg;49,4154874;8,7597451;Zugang Bahnsteig Ri. Heidelberg - Heidelberg Orthopädie - 69118
Heidelberg-Pfaffengrund/Wieblingen;69123;Zugang Bahnsteig;49,4160136;8,6171786;Zugang Bahnsteig - Heidelberg-Pfaffengrund/Wieblingen - 69123
Heidelberg-Pfaffengrund/Wieblingen;69123;Bahnsteig;49,4160136;8,6171786;Bahnsteig - Heidelberg-Pfaffengrund/Wieblingen - 69123
Heidelberg-Kirchheim/Rohrbach;69124;Bahnsteig Ri. Karlsruhe;49,3741041;8,6302188;Bahnsteig Ri. Karlsruhe - Heidelberg-Kirchheim/Rohrbach - 69124
Heidelberg-Kirchheim/Rohrbach;69124;Bahnsteig Ri. Heidelberg;49,3741041;8,6302188;Bahnsteig Ri. Heidelberg - Heidelberg-Kirchheim/Rohrbach - 69124
Heidelberg Weststadt/Südstadt;69126;Bahnsteigbrücke;49,3693394;8,6935081;Bahnsteigbrücke - Heidelberg Weststadt/Südstadt - 69126
Neckargemünd;69151;Bahnsteig Gleis 4 Zugang R&R;49,3896698;8,8296363;Bahnsteig Gleis 4 Zugang R&R - Neckargemünd - 69151
Neckargemünd;69151;Bahnsteig Gleis 1;49,3896698;8,8296363;Bahnsteig Gleis 1 - Neckargemünd - 69151
Neckargemünd Altstadt;69151;Abgang Bahnsteig Gl. 1;49,3896698;8,8296363;Abgang Bahnsteig Gl. 1 - Neckargemünd Altstadt - 69151
Wiesloch-Walldorf;69168;Bahnsteig Gleis 2/3;49,2929847;8,6893085;Bahnsteig Gleis 2/3 - Wiesloch-Walldorf - 69168
Wiesloch-Walldorf;69168;Am Bahnhofsgebäude;49,2929847;8,6893085;Am Bahnhofsgebäude - Wiesloch-Walldorf - 69168
St Ilgen-Sandhausen;69181;Bahnsteig Gleis 1;49,3474363;8,7126367;Bahnsteig Gleis 1 - St Ilgen-Sandhausen - 69181
Neckarsteinach;69239;Zugang Bahnsteig;49,4054418;8,8418453;Zugang Bahnsteig - Neckarsteinach - 69239
Neckarhausen (b.Eberb);69239;Bahnsteig 2;49,4054418;8,8418453;Bahnsteig 2 - Neckarhausen (b.Eberb) - 69239
Reilsheim;69245;Bahsteig Ri. Heidelberg;49,3526127;8,7790647;Bahsteig Ri. Heidelberg - Reilsheim - 69245
Bammental;69245;Bahnsteig Gleis 1;49,3526127;8,7790647;Bahnsteig Gleis 1 - Bammental - 69245
Rot-Malsch;69254;Bahnsteig;49,2452337;8,6801088;Bahnsteig - Rot-Malsch - 69254
Rot-Malsch;69254;Bahnsteig;49,2452337;8,6801088;Bahnsteig - Rot-Malsch - 69254
Mauer (b Heidelberg);69256;Zugang Bahnsteig;49,3402556;8,7990047;Zugang Bahnsteig - Mauer (b Heidelberg) - 69256
Eberbach;69412;Bahnsteig;49,4733124;9,0061295;Bahnsteig - Eberbach - 69412
Eberbach;69412;Bahnsteig;49,4733124;9,0061295;Bahnsteig - Eberbach - 69412
Lindach;69412;Bahnsteig;49,4733124;9,0061295;Bahnsteig - Lindach - 69412
Hirschhorn (Neckar);69434;Bahnsteig 2;49,4632038;8,8723422;Bahnsteig 2 - Hirschhorn (Neckar) - 69434
Neckargerach;69437;Zugang Gleisbrücke bei Bahnsteig 1;49,4008295;9,0807999;Zugang Gleisbrücke bei Bahnsteig 1 - Neckargerach - 69437
Zwingenberg (Baden);69439;Bahnsteig Gleis 1;49,4150568;9,0446981;Bahnsteig Gleis 1 - Zwingenberg (Baden) - 69439
Weinheim (Bergstraße);69469;Bahnhofsvorplatz;49,5407466;8,6620453;Bahnhofsvorplatz - Weinheim (Bergstraße) - 69469
Weinheim-Lützelsachsen;69469;Bahnsteig;49,5407466;8,6620453;Bahnsteig - Weinheim-Lützelsachsen - 69469
Weinheim (Bergstraße);69469;Bahnhofsvorplatz;49,5407466;8,6620453;Bahnhofsvorplatz - Weinheim (Bergstraße) - 69469
Weinheim-Sulzbach;69469;Bahnsteigbrücke;49,5407466;8,6620453;Bahnsteigbrücke - Weinheim-Sulzbach - 69469
Weinheim (Bergstraße);69469;Bahnsteig Gleis 4;49,5407466;8,6620453;Bahnsteig Gleis 4 - Weinheim (Bergstraße) - 69469
Birkenau;69488;Bahnsteig;49,5629629;8,7084502;Bahnsteig - Birkenau - 69488
Reisen (Hess);69488;Bahnsteig;49,5629629;8,7084502;Bahnsteig - Reisen (Hess) - 69488
Hemsbach;69502;Bahnsteig;49,5920412;8,6481643;Bahnsteig - Hemsbach - 69502
Mörlenbach;69509;Bahnsteig;49,5915797;8,7364693;Bahnsteig - Mörlenbach - 69509
Laudenbach (Bergstr);69514;Bahnsteig;49,6092743;8,6448639;Bahnsteig - Laudenbach (Bergstr) - 69514
Stuttgart Hbf;70173;Bahnsteig;48,7827027;9,1828631;Bahnsteig - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Bahnsteig;48,7827027;9,1828631;Bahnsteig - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Bahnsteig;48,7827027;9,1828631;Bahnsteig - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Ausgang Nord;48,7827027;9,1828631;Ausgang Nord - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Ausgang LBBW;48,7827027;9,1828631;Ausgang LBBW - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;ReiseZentrum;48,7827027;9,1828631;ReiseZentrum - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Klett-Passage;48,7827027;9,1828631;Klett-Passage - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Bahnsteig;48,7827027;9,1828631;Bahnsteig - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Bahnsteig;48,7827027;9,1828631;Bahnsteig - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Bahnsteig;48,7827027;9,1828631;Bahnsteig - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Bahnsteig;48,7827027;9,1828631;Bahnsteig - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Bahnsteig;48,7827027;9,1828631;Bahnsteig - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Bahnsteig;48,7827027;9,1828631;Bahnsteig - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Bahnsteig;48,7827027;9,1828631;Bahnsteig - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Bahnsteig;48,7827027;9,1828631;Bahnsteig - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Bahnsteig;48,7827027;9,1828631;Bahnsteig - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Bahnsteig;48,7827027;9,1828631;Bahnsteig - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Klett-Passage;48,7827027;9,1828631;Klett-Passage - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Klett-Passage;48,7827027;9,1828631;Klett-Passage - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Klett-Passage;48,7827027;9,1828631;Klett-Passage - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Kronenstraße;48,7827027;9,1828631;Kronenstraße - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Reisezentrum;48,7827027;9,1828631;Reisezentrum - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Bahnsteig;48,7827027;9,1828631;Bahnsteig - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Klett-Passage;48,7827027;9,1828631;Klett-Passage - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Bahnsteig;48,7827027;9,1828631;Bahnsteig - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Bahnsteig;48,7827027;9,1828631;Bahnsteig - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Ausgang LBBW;48,7827027;9,1828631;Ausgang LBBW - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Bahnsteig;48,7827027;9,1828631;Bahnsteig - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Bahnsteig;48,7827027;9,1828631;Bahnsteig - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Bahnsteig;48,7827027;9,1828631;Bahnsteig - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Bahnsteig;48,7827027;9,1828631;Bahnsteig - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Bahnsteig;48,7827027;9,1828631;Bahnsteig - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Bahnsteig;48,7827027;9,1828631;Bahnsteig - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;ReiseZentrum;48,7827027;9,1828631;ReiseZentrum - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;ReiseZentrum;48,7827027;9,1828631;ReiseZentrum - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Klett-Passage;48,7827027;9,1828631;Klett-Passage - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;Bahnsteig;48,7827027;9,1828631;Bahnsteig - Stuttgart Hbf - 70173
Stuttgart Hbf;70173;ReiseZentrum;48,7827027;9,1828631;ReiseZentrum - Stuttgart Hbf - 70173
Stuttgart-Stadtmitte;70174;Zugang Büchsenstraße;48,7822101;9,170831;Zugang Büchsenstraße - Stuttgart-Stadtmitte - 70174
Stuttgart-Stadtmitte;70174;Zugang Büchsenstraße;48,7822101;9,170831;Zugang Büchsenstraße - Stuttgart-Stadtmitte - 70174
Stuttgart-Stadtmitte;70174;Zugang Rotebühlplatz;48,7822101;9,170831;Zugang Rotebühlplatz - Stuttgart-Stadtmitte - 70174
Stuttgart-Stadtmitte;70174;Zugang Rotebühlplatz;48,7822101;9,170831;Zugang Rotebühlplatz - Stuttgart-Stadtmitte - 70174
Stuttgart-Stadtmitte;70174;Zugang Büchsenstraße;48,7822101;9,170831;Zugang Büchsenstraße - Stuttgart-Stadtmitte - 70174
Stuttgart-Stadtmitte;70174;Zugang Rotebühlplatz;48,7822101;9,170831;Zugang Rotebühlplatz - Stuttgart-Stadtmitte - 70174
Stuttgart-Stadtmitte;70174;Zugang Büchsenstraße;48,7822101;9,170831;Zugang Büchsenstraße - Stuttgart-Stadtmitte - 70174
Stuttgart-Stadtmitte;70174;Zugang Rotebühlplatz;48,7822101;9,170831;Zugang Rotebühlplatz - Stuttgart-Stadtmitte - 70174
Stuttgart-Feuersee;70178;Bahnsteig;48,7701449;9,1693201;Bahnsteig - Stuttgart-Feuersee - 70178
Stuttgart-Feuersee;70178;Bahnsteig;48,7701449;9,1693201;Bahnsteig - Stuttgart-Feuersee - 70178
Stuttgart-Feuersee;70178;Bahnsteig;48,7701449;9,1693201;Bahnsteig - Stuttgart-Feuersee - 70178
Stuttgart-Feuersee;70178;Bahnsteig;48,7701449;9,1693201;Bahnsteig - Stuttgart-Feuersee - 70178
Stuttgart-Feuersee;70178;Bahnsteig;48,7701449;9,1693201;Bahnsteig - Stuttgart-Feuersee - 70178
Stuttgart-Nord;70191;Bahnsteig;48,798878;9,1865335;Bahnsteig - Stuttgart-Nord - 70191
Stuttgart-Nord;70191;Bahnsteig;48,798878;9,1865335;Bahnsteig - Stuttgart-Nord - 70191
Stuttgart-Nord;70191;Bahnsteig;48,798878;9,1865335;Bahnsteig - Stuttgart-Nord - 70191
Stuttgart-Schwabstraße;70197;Bahnsteig;48,7716577;9,1494571;Bahnsteig - Stuttgart-Schwabstraße - 70197
Stuttgart-Schwabstraße;70197;Bahnsteig;48,7716577;9,1494571;Bahnsteig - Stuttgart-Schwabstraße - 70197
Stuttgart-Schwabstraße;70197;Bahnsteig;48,7716577;9,1494571;Bahnsteig - Stuttgart-Schwabstraße - 70197
Stuttgart-Schwabstraße;70197;Bahnsteig;48,7716577;9,1494571;Bahnsteig - Stuttgart-Schwabstraße - 70197
Stuttgart-Schwabstraße;70197;Bahnsteig;48,7716577;9,1494571;Bahnsteig - Stuttgart-Schwabstraße - 70197
Stuttgart-Schwabstraße;70197;Bahnsteig;48,7716577;9,1494571;Bahnsteig - Stuttgart-Schwabstraße - 70197
Stuttgart-Untertürkheim;70327;Unterführung;48,7758013;9,2529132;Unterführung - Stuttgart-Untertürkheim - 70327
Stuttgart-Untertürkheim;70327;Zugang Unterführung;48,7758013;9,2529132;Zugang Unterführung - Stuttgart-Untertürkheim - 70327
Stuttgart-Untertürkheim;70327;Unterführung;48,7758013;9,2529132;Unterführung - Stuttgart-Untertürkheim - 70327
Stuttgart-Untertürkheim;70327;Bahnsteig;48,7758013;9,2529132;Bahnsteig - Stuttgart-Untertürkheim - 70327
Stuttgart-Obertürkheim;70329;Bahnsteig;48,7571316;9,2511761;Bahnsteig - Stuttgart-Obertürkheim - 70329
Stuttgart-Obertürkheim;70329;Bahnsteig;48,7571316;9,2511761;Bahnsteig - Stuttgart-Obertürkheim - 70329
Stuttgart-Obertürkheim;70329;Bahnsteig;48,7571316;9,2511761;Bahnsteig - Stuttgart-Obertürkheim - 70329
Stuttgart-Bad Cannstatt;70372;Bahnhofshalle;48,8007971;9,2257416;Bahnhofshalle - Stuttgart-Bad Cannstatt - 70372
Stuttgart-Bad Cannstatt;70372;Bahnhofshalle;48,8007971;9,2257416;Bahnhofshalle - Stuttgart-Bad Cannstatt - 70372
Stuttgart Neckarpark;70372;Bahnsteig;48,8007971;9,2257416;Bahnsteig - Stuttgart Neckarpark - 70372
Stuttgart-Bad Cannstatt;70372;Wasenausgang;48,8007971;9,2257416;Wasenausgang - Stuttgart-Bad Cannstatt - 70372
Stuttgart-Bad Cannstatt;70372;Wasenausgang;48,8007971;9,2257416;Wasenausgang - Stuttgart-Bad Cannstatt - 70372
Stuttgart-Bad Cannstatt;70372;Wasenausgang;48,8007971;9,2257416;Wasenausgang - Stuttgart-Bad Cannstatt - 70372
Stuttgart-Bad Cannstatt;70372;Wasenausgang;48,8007971;9,2257416;Wasenausgang - Stuttgart-Bad Cannstatt - 70372
Stuttgart Neckarpark;70372;Bahnsteig;48,8007971;9,2257416;Bahnsteig - Stuttgart Neckarpark - 70372
Stuttgart-Bad Cannstatt;70372;Bahnsteig;48,8007971;9,2257416;Bahnsteig - Stuttgart-Bad Cannstatt - 70372
Stuttgart-Bad Cannstatt;70372;Bahnhofshalle;48,8007971;9,2257416;Bahnhofshalle - Stuttgart-Bad Cannstatt - 70372
Stuttgart-Bad Cannstatt;70372;Bahnsteig;48,8007971;9,2257416;Bahnsteig - Stuttgart-Bad Cannstatt - 70372
Stuttgart-Bad Cannstatt;70372;Bahnhofshalle;48,8007971;9,2257416;Bahnhofshalle - Stuttgart-Bad Cannstatt - 70372
Stuttgart-Sommerrain;70374;Bahnsteig;48,8096645;9,2415192;Bahnsteig - Stuttgart-Sommerrain - 70374
Stuttgart-Nürnberger Str.;70374;Bahnsteig;48,8096645;9,2415192;Bahnsteig - Stuttgart-Nürnberger Str. - 70374
Stuttgart-Ebitzweg;70374;Bahnsteig;48,8096645;9,2415192;Bahnsteig - Stuttgart-Ebitzweg - 70374
Stuttgart-Sommerrain;70374;Bahnsteig;48,8096645;9,2415192;Bahnsteig - Stuttgart-Sommerrain - 70374
Stuttgart-Nürnberger Str.;70374;Bahnsteig;48,8096645;9,2415192;Bahnsteig - Stuttgart-Nürnberger Str. - 70374
Stuttgart-Nürnberger Str.;70374;Bahnsteig;48,8096645;9,2415192;Bahnsteig - Stuttgart-Nürnberger Str. - 70374
Stuttgart-Sommerrain;70374;Bahnsteig;48,8096645;9,2415192;Bahnsteig - Stuttgart-Sommerrain - 70374
Stuttgart-Münster;70376;am Gebäude;48,8203534;9,2031939;am Gebäude - Stuttgart-Münster - 70376
Stuttgart Zuffenhausen;70435;Unterführung;48,831531;9,1585988;Unterführung - Stuttgart Zuffenhausen - 70435
Stuttgart Zuffenhausen;70435;Bahnsteig;48,831531;9,1585988;Bahnsteig - Stuttgart Zuffenhausen - 70435
Stuttgart Zuffenhausen;70435;Zugang Bahnsteig;48,831531;9,1585988;Zugang Bahnsteig - Stuttgart Zuffenhausen - 70435
Stuttgart Zuffenhausen;70435;Hochbahnsteig;48,831531;9,1585988;Hochbahnsteig - Stuttgart Zuffenhausen - 70435
Stuttgart Zuffenhausen;70435;Bahnsteig;48,831531;9,1585988;Bahnsteig - Stuttgart Zuffenhausen - 70435
Stuttgart Zuffenhausen;70435;Unterführung;48,831531;9,1585988;Unterführung - Stuttgart Zuffenhausen - 70435
Stuttgart-Zazenhausen;70437;Bahnsteig;48,8411265;9,197113;Bahnsteig - Stuttgart-Zazenhausen - 70437
Neuwirtshaus-Porscheplatz;70439;Bahnsteig;48,8463365;9,1573655;Bahnsteig - Neuwirtshaus-Porscheplatz - 70439
Neuwirtshaus-Porscheplatz;70439;Bahnsteig;48,8463365;9,1573655;Bahnsteig - Neuwirtshaus-Porscheplatz - 70439
Stuttgart Feuerbach;70469;Bahnhofshalle;48,8117643;9,1521703;Bahnhofshalle - Stuttgart Feuerbach - 70469
Stuttgart Feuerbach;70469;Bahnhofshalle;48,8117643;9,1521703;Bahnhofshalle - Stuttgart Feuerbach - 70469
Stuttgart Feuerbach;70469;Bahnsteig;48,8117643;9,1521703;Bahnsteig - Stuttgart Feuerbach - 70469
Weilimdorf;70499;Bahnsteig;48,8130331;9,1044081;Bahnsteig - Weilimdorf - 70499
Weilimdorf;70499;Bahnsteig;48,8130331;9,1044081;Bahnsteig - Weilimdorf - 70499
Stuttgart Vaihingen;70563;Bahnsteig;48,7298143;9,0999522;Bahnsteig - Stuttgart Vaihingen - 70563
Stuttgart Vaihingen;70563;Bahnsteig;48,7298143;9,0999522;Bahnsteig - Stuttgart Vaihingen - 70563
Stuttgart-Österfeld;70563;Zugang Parkhaus;48,7298143;9,0999522;Zugang Parkhaus - Stuttgart-Österfeld - 70563
Stuttgart Vaihingen;70563;Bahnsteig;48,7298143;9,0999522;Bahnsteig - Stuttgart Vaihingen - 70563
Stuttgart-Rohr;70565;Bahnsteig;48,7157428;9,117814;Bahnsteig - Stuttgart-Rohr - 70565
Stuttgart-Rohr;70565;Bahnsteig;48,7157428;9,117814;Bahnsteig - Stuttgart-Rohr - 70565
Stuttgart Universität;70569;Zugang Nobelstr.;48,7483277;9,089918;Zugang Nobelstr. - Stuttgart Universität - 70569
